Grade,Subject,Chapter,Topic_title,Topic_description,Topic_objective,Topic_teacher_name,Topic_url_demo,Video_title,Video_local,Video_wistia,Quiz_title,Quiz_starsrequired,Quiz_questions,Quiz_description,Quiz_subtitle,Quiz_estimatedMaxTime
Primer Semestre,Quimica,Atomos 2,Atomos 1.2,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.247.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.247.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.247.1 quiz1.1,14
Primer Semestre,Quimica,Atomos 3,Atomos 1.3,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.348.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.348.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.348.1 quiz1.1,14
Primer Semestre,Quimica,Atomos 4,Atomos 1.4,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.449.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.449.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.449.1 quiz1.1,9
Primer Semestre,Quimica,Atomos 5,Atomos 1.5,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.550.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.550.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.550.1 quiz1.1,36
Segundo Semestre,Quimica,Atomos 6,Atomos 1.6,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.651.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.651.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.651.1 quiz1.1,60
Segundo Semestre,Quimica,Atomos 7,Atomos 1.7,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.752.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.752.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.752.1 quiz1.1,38
Segundo Semestre,Quimica,Atomos 8,Atomos 1.8,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.853.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.853.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.853.1 quiz1.1,77
Tercer Semestre,Quimica,Atomos 9,Atomos 1.9,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.954.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.954.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.954.1 quiz1.1,11
Tercer Semestre,Quimica,Atomos 10,Atomos 1.10,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1055.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1055.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1055.1 quiz1.1,78
Tercer Semestre,Quimica,Atomos 11,Atomos 1.11,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1156.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1156.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1156.1 quiz1.1,37
Tercer Semestre,Quimica,Atomos 12,Atomos 1.12,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1257.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1257.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1257.1 quiz1.1,36
Cuarto Semestre,Quimica,Atomos 13,Atomos 1.13,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1358.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1358.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1358.1 quiz1.1,6
Cuarto Semestre,Quimica,Atomos 14,Atomos 1.14,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1459.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1459.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1459.1 quiz1.1,44
Cuarto Semestre,Quimica,Atomos 15,Atomos 1.15,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1560.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1560.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1560.1 quiz1.1,17
Cuarto Semestre,Quimica,Atomos 16,Atomos 1.16,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1661.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1661.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1661.1 quiz1.1,58
Quinto Semestre,Quimica,Atomos 17,Atomos 1.17,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1762.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1762.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1762.1 quiz1.1,38
Quinto Semestre,Quimica,Atomos 18,Atomos 1.18,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1863.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1863.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1863.1 quiz1.1,42
Quinto Semestre,Quimica,Atomos 19,Atomos 1.19,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.1964.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.1964.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.1964.1 quiz1.1,14
Sexto Semestre,Quimica,Atomos 20,Atomos 1.20,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.2065.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.2065.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.2065.1 quiz1.1,13
Sexto Semestre,Quimica,Atomos 21,Atomos 1.21,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.2166.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.2166.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.2166.1 quiz1.1,69
Sexto Semestre,Quimica,Atomos 22,Atomos 1.22,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.2267.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.2267.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.2267.1 quiz1.1,79
Sexto Semestre,Quimica,Atomos 23,Atomos 1.23,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.2368.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.2368.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.2368.1 quiz1.1,1
Primer Semestre,Biologia,Celulas 1,Celulas 1.1,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.169.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.169.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.169.1 quiz1.1,57
Primer Semestre,Biologia,Celulas 2,Celulas 1.2,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.270.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.270.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.270.1 quiz1.1,84
